id,name,common_name,formula,odor_description,taste_profiles
61045,"2,6-Dimethylthiophenol","2,6-Dimethylthiophenol",,roasted@sulfurous@sulfury@metallic@meaty@phenolic,umami
519823,3-Methyl-2-butanethiol,3-Methyl-2-butanethiol,,beefy@meaty@repulsive,umami
5362563,"2,4-Dimethyl-5-vinylthiazole","2,4-Dimethyl-5-vinylthiazole",,nutty@cocoa,
20995,2-Pentylthiophene,2-Pentylthiophene,,fatty@fruit@sweet@fruity@cranberry,sweet
28906,"3,5-Diethyl-2-Methylpyrazine","3,5-Diethyl-2-Methylpyrazine",,nutty@vegetable@meaty@baked,umami
15877,2-Methyl-1-butanethiol,2-Methyl-1-butanethiol,,bloody@sulfurous@meaty,umami
520191,"3-Acetyl-2,5-dimethylthiophene","3-Acetyl-2,5-dimethylthiophene",,burnt@roasted@meaty,umami
7222,Benzothiazole,Benzothiazole,,rubber@vegetable@gasoline@sulfury@meat@rubbery@coffee@nutty@cooked,bitter
8077,Diethyl Disulfide,Diethyl Disulfide,,garlic@onion@ripe@gassy@greasy,
14505,2-Acetylfuran,2-Acetylfuran,,caramel@tobacco@balsamic@potato@coffee@sweet@cocoa@peanut@balsam@almond@beef,sweet;bitter
263034,Difurfuryl ether,Difurfuryl ether,,nutty@coffee,bitter
228583,2-Furylacetone,2-Furylacetone,,radish@spicy,
33032,L-glutamic acid,L-glutamic acid,,yeast@bread@baked@mild,
7969,Benzenethiol,Benzenethiol,,garlic@penetrating@repulsive,
12266,"2,5-Dimethylfuran","2,5-Dimethylfuran",,roast@ethereal@bacon@chemical@gravy@beef@meaty,umami
62592,Heptyl butyrate,Heptyl butyrate,,chamomile@floral@sweet@tropical@fruity@clean@tea@green,sweet
5311110,50-69-1,50-69-1,,,
14491,"1,6-Hexanedithiol","1,6-Hexanedithiol",,fatty@burnt@meaty,umami
10797,2-Methylfuran,2-Methylfuran,,ethereal@acetone@chocolate,
61235,3-Nonanone,3-Nonanone,,jasmin@herbal@fresh@sweet@fruity@leaf@spicy,sweet
12377,Dipropyl disulfide,Dipropyl disulfide,,burnt@onion@sulfury@earthy@green,
5319754,2-Methyl-2-Pentenal,2-Methyl-2-Pentenal,,,
10902,"1,2-Ethanedithiol","1,2-Ethanedithiol",,sulfury,
16592,Methyl propyl disulfide,Methyl propyl disulfide,,mustard@onion@tomato@radish@sulfury,
62653,tridec-2-enal,tridec-2-enal,,,
11449,"Octane-2,3-dione","Octane-2,3-dione",,dill@buttery@broccoli@cooked,
61653,"2,4,5-Trimethylthiazole","2,4,5-Trimethylthiazole",,hazelnut@chocolate@vegetable@musty@coffee@cocoa@earth@nutty,bitter
6433214,Bovolide,Bovolide,,minty@herbal@spicy,
5365587,cis-3-Hexenyl formate,cis-3-Hexenyl formate,,vegetable@sharp@waxy@fresh@sweet@grassy@green,sweet
61177,Hexyl formate,Hexyl formate,,unripe plum@apple@sweet@banana,sweet
12366,Ethyl Palmitate,Ethyl Palmitate,,mild@wax@milky@waxy@creamy@fruity@balsam,sweet
62374,1125-21-9,1125-21-9,,tobacco@musty@woody@sweet@leaf@tea,sweet
519786,Isopentyl isobutyrate,Isopentyl isobutyrate,,pineapple@apricot@waxy@banana@fruity@green,sweet
5324489,cis-2-Hexen-1-ol,cis-2-Hexen-1-ol,,,
5281607,chrysin,chrysin,,bitter,bitter
5281804,Prunetin,Prunetin,,bitter,bitter
335,o-cresol,o-cresol,,phenol@musty@medicinal@phenolic,
660,dihydrocoumarin,dihydrocoumarin,,coconut@tobacco@coumarin@herbal@creamy@sweet@cinnamon@almond@tonka,sweet
6532,Linalyl isobutyrate,Linalyl isobutyrate,,light@woody@fruity@bergamot@lavender,sweet
8205,Dodecyl Acetate,Dodecyl Acetate,,waxy@fresh@sweet@clean@laundered cloths,sweet
7708,Benzyl formate,Benzyl formate,,pineapple@apricot@floral@fruity@cranberry@almond@black tea@spicy,sweet
2879,P-Cresol,P-Cresol,,smoke@animal@narcissus@phenol@mimosa@medicine@medicinal@phenolic,
6506,Triethyl Citrate,Triethyl Citrate,,odorless@mild@bitter@fruity@wine,sweet;bitter
526195,4-Methoxy-2-methyl-2-butanethiol,4-Methoxy-2-methyl-2-butanethiol,,black currant@sulfurous@blackcurrant@cat@catty@tropical@minty,
6508206,6753-98-6,6753-98-6,,wood@woody,
170833,Isopulegol,Isopulegol,,cooling@minty@woody@medicinal,
5463936,1-Ethoxy-3-methyl-2-butene,1-Ethoxy-3-methyl-2-butene,,grassy@fruity@green,sweet
6616,Camphene,Camphene,,fir needle@woody@herbal@camphor,
7778,Citronellyl formate,Citronellyl formate,,peach@apricot@rose@plum@honey@bergamot@cucumber,sweet
54670067,l-ascorbic acid,l-ascorbic acid,,odorless,
5320250,(Z)-Beta-Ocimene,(Z)-Beta-Ocimene,,citrus@warm@herb@floral@sweet@flower,sweet;sour
5372954,cis-Cinnamic acid,cis-Cinnamic acid,,sweet@honey@balsam@storax@cinnamon,sweet
445154,resveratrol,resveratrol,,bitter,bitter
102611,6-methyl-2-(oxiran-2-yl)hept-5-en-2-ol,6-methyl-2-(oxiran-2-yl)hept-5-en-2-ol,,herbal@floral@earthy@wood@flower@green,
18938,"3,5,5-Trimethylhexan-1-ol","3,5,5-Trimethylhexan-1-ol",,floral@earthy@hay@straw@leaf@aldehydic@grassy@weedy@green,
11142,Beta-Phellandrene,Beta-Phellandrene,,mint@terpentine,
6988,Pulegone,Pulegone,,lime@herbal@buchu@fresh@peppermint@minty@camphor,
2758,Eucalyptol,Eucalyptol,,mint@pepper@herbal@eucalyptus@sweet@camphor,sweet
11230,Terpinen-4-ol,Terpinen-4-ol,,must@pepper@turpentine@musty@woody@sweet@nutmeg@earth,sweet
27866,Rose oxide,Rose oxide,,red rose@fresh@geranium@spicy@green,
9017,Citronellyl acetate,Citronellyl acetate,,lemon@citrus@rose@floral@fruit@woody@fruity@tropical@dust@green,sweet;sour
519382,Dihydro-beta-ionone,Dihydro-beta-ionone,,amber@mahogany@earthy@woody@orris@dry,
7695,4-Methoxybenzyl acetate,4-Methoxybenzyl acetate,,powdery@coumarin@vanilla@creamy@plum@sweet@balsam@fruity@cherry@almond@tonka,sweet
6568,2-Butanol,2-Butanol,,oily@sweet@wine@apricot,sweet
31244,4-Methoxybenzaldehyde,4-Methoxybenzaldehyde,,mimosa@hawthorn@cherry@powdery@bitter@vanilla@anise@hawthorne@chocolate@balsam@creamy@minty@berry@sweet@floral@mint@almond@cinnamon,sweet;bitter
8257,2-Methyl-3-Buten-2-Ol,2-Methyl-3-Buten-2-Ol,,oily@earthy@herbal@herb,
522266,Spathulenol,Spathulenol,,herbal@earthy@fruit@fruity@herb,sweet
5281670,morin,morin,,bitter,bitter
79023,Diosphenol,Diosphenol,,leaves@minty@buchu@blackcurrant,
520440,1-p-Menthen-9-al,1-p-Menthen-9-al,,,
61054,4-Methoxybenzyl formate,4-Methoxybenzyl formate,,vanilla@anisic@floral@fruity@seaweed,sweet
325,4-isopropylbenzyl alcohol,4-isopropylbenzyl alcohol,,spicy@herb@herbal@leather@caraway@strong@wood@cumin,
62484,3-Hydroxy-2-Pentanone,3-Hydroxy-2-Pentanone,,truffle@herbal@herb,
13204,delta-Hexalactone,delta-Hexalactone,,sweet@herbal,sweet
5371002,alpha-Irone,alpha-Irone,,berry@powdery@floral@woody@orris@violet,
10883,Ethyl Levulinate,Ethyl Levulinate,,berry@pineapple@floral@sweet@fruity@rhubarb@green,sweet
10931,"3,3-Dimethylacrylic acid","3,3-Dimethylacrylic acid",,alcohol@dairy@phenolic@green,
62131,Furfuryl methyl disulfide,Furfuryl methyl disulfide,,roasted@sulfury@fishy@coffee@meaty@alliaceous@smoke,bitter;umami
7720,2-Ethylhexan-1-ol,2-Ethylhexan-1-ol,,citrus@rose@fresh@floral@oily@sweet@green,sweet;sour
5780,D-Sorbitol,D-Sorbitol,,sweet@caramel@odorless,sweet
11543,2-Methyl-2-Pentanol,2-Methyl-2-Pentanol,,pungent,
7983,Butyl butyrate,Butyl butyrate,,peach@apple@berry@pineapple@banana@sweet@fruity@pear,sweet
12294,Butyl hexanoate,Butyl hexanoate,,berry@pineapple@wine@fruit@fruity,sweet
679,dimethyl sulfoxide,dimethyl sulfoxide,,fatty@mushroom@cheesy@garlic@bitter@oily,bitter;umami
21596,Butyl Heptanoate,Butyl Heptanoate,,apple@herbal@cut grass@fruity@marigold,sweet
10890,Pentyl Butyrate,Pentyl Butyrate,,pineapple@banana@sweet@fruity@tropical@cherry,sweet
12571,Propyl Isobutyrate,Propyl Isobutyrate,,berry@ripe@sweet@melon@tropical@fruity,sweet
8918,Nonyl Acetate,Nonyl Acetate,,waxy@gardenia@soapy@tropical@fruit@green@clean@sweet@bitter@fruity,sweet;bitter
61015,Butyl laurate,Butyl laurate,,oil@waxy@oily@fruity@peanut@soapy,sweet
5281654,Isorhamnetin,Isorhamnetin,,bitter,bitter
12401,Nonadecane,Nonadecane,,alkane@bland,
643139,3-Hexenal,3-Hexenal,,leafy@apple@stem@tomato@melon@fruity@natural@green,sweet
8815,Estragole,Estragole,,licorice@spice@vanilla@alcohol@herbal@fennel@sassafrass@sweet@anise@minty@green,sweet
5352837,cis-5-Octen-1-ol,cis-5-Octen-1-ol,,watermelon@melon@fresh@watery,
12278,2-Pentyl Acetate,2-Pentyl Acetate,,herbal@tropical,
11529,Butyl propionate,Butyl propionate,,rose@banana@earthy@weak@sweet,sweet
88454,Hexyl propionate,Hexyl propionate,,musty@fruit@fruity@melon@pear@rotting@green,sweet
12348,Amyl acetate,Amyl acetate,,ethereal@fruity@banana,sweet
31246,4-Heptanone,4-Heptanone,,pineapple@strawberry@sweet@fruity@peanut@cognac@cheese,sweet;umami
2733294,trans-2-Hexenyl acetate,trans-2-Hexenyl acetate,,banana peel@apple skin@privet@fresh@waxy@sweet@green,sweet
13654,Isopropyl Benzoate,Isopropyl Benzoate,,balsamic@floral@fruit@sweet@fruity,sweet
68077,Tangeretin,Tangeretin,,bitter,bitter
24433,Butyl Anthranilate,Butyl Anthranilate,,berry@powdery@wine@grape@floral@sweet@plum@fruity@petitgrain,sweet
5282707,trans-2-Hexenoic acid,trans-2-Hexenoic acid,,,
15448,2-Undecanol,2-Undecanol,,waxy@cotton@fresh@sarsaparilla@clean cloth,
12529,Pentyl formate,Pentyl formate,,ethereal@powerful@earthy@unripe banana@fruity@green,sweet
8167,Decyl Acetate,Decyl Acetate,,oil@citrus@orange@pineapple@rose@waxy@fresh@clean@laundered cloths@soapy,sour
229377,Propyl heptanoate,Propyl heptanoate,,apple@pineapple@wine@grape@ripe@strawberry@sweet@fruity@pear@green,sweet
6341,Ethanamine,Ethanamine,,ammonia@fishy,
61137,Butyl pentanoate,Butyl pentanoate,,apple@pineapple@sweet@fruity@tropical@raspberry@green,sweet
61812,Butyl 2-methylbutyrate,Butyl 2-methylbutyrate,,chocolate@fruit@cocoa@fruity@green,sweet
8060,Amylamine,Amylamine,,ammoniacal@fishy,
7770,Propyl butyrate,Propyl butyrate,,solvent@pineapple@apricot@sweaty@rancid@sweet@fruity,sweet
6405,2-Methyl-2-Butanol,2-Methyl-2-Butanol,,pungent,
31278,Butyl Stearate,Butyl Stearate,,fatty@oily@mild,
7664,103-61-7,103-61-7,,,
8021,Diethylamine,Diethylamine,,ammoniacal@fishy,
880,methylglyoxal,methylglyoxal,,brown@ethereal@acidic@sweet@rum,sweet;sour
5352905,"4-Propenyl-2,6-dimethoxyphenol","4-Propenyl-2,6-dimethoxyphenol",,sweet@spicy,sweet
5282726,4-Decenoic acid,4-Decenoic acid,,,
7144,2-Methoxy-4-Methylphenol,2-Methoxy-4-Methylphenol,,phenolic@clove@leather@smoky@bacon@medical@mesquite@carnation@medicinal@bitter@vanilla@spice,sweet;bitter
61712,4-Ethylsyringol,4-Ethylsyringol,,,
7469,4'-Hydroxyacetophenone,4'-Hydroxyacetophenone,,mild@sweet@balsam@hawthorn@mimosa,sweet
61840,4-Ethyloctanoic acid,4-Ethyloctanoic acid,,,
62003,4-Methylnonanoic acid,4-Methylnonanoic acid,,,
7755,3-Methylvaleric acid,3-Methylvaleric acid,,cheesy@sweaty@acidic@sharp@animal@fruity@green,sweet;sour
32093,2-Acetyl-3-Methylpyrazine,2-Acetyl-3-Methylpyrazine,,roasted@toasted@vegetable@grain@nutty,
19707,"2,3-Hexanedione","2,3-Hexanedione",,butter@caramel@oily@fatty@sweet@creamy@fruity@phenolic@dry,sweet
10823,3-Ethylpyridine,3-Ethylpyridine,,caramel@citrus@tobacco@wine_like@smoky@vegetable@leather@oakmoss@fatty@floral@musty@woody@earthy@fruity@peanut@herbaceous@nutty@meaty@spicy@green,sweet;sour;umami
8164,Octyl acetate,Octyl acetate,,herbal@waxy@earthy@mushroom@green,umami
6826,Methyl 2-(methylamino)benzoate,Methyl 2-(methylamino)benzoate,,orange@powdery@neroli@wine@grape@musty@sweet@fruity@blossom@phenolic,sweet
6877,Ethyl 2-aminobenzoate,Ethyl 2-aminobenzoate,,grape@floral@wintergreen@sweet@blossom@orange blossom,sweet
637776,Methylisoeugenol,Methylisoeugenol,,bitter,bitter
5355853,Geranyl propionate,Geranyl propionate,,bitter,bitter
7194,Phenethyl benzoate,Phenethyl benzoate,,soft@rose@floral@honey@balsam,sweet
9855795,Valencene,Valencene,,,
61665,13679-86-2,13679-86-2,,spice@herbal@rosemary@minty@phenolic@green,
159055,D-Camphor,D-Camphor,,phenolic@minty@camphor@medicinal@herbal@woody@bitter,bitter
5283361,trans-2-Dodecenal,trans-2-Dodecenal,,citrus@orange@fat@herbal@waxy@mandarin@sweet@fruity@aldehydic@metallic@green,sweet;sour
16846,Propyl Benzoate,Propyl Benzoate,,nutty@balsam,
6276,1-Pentanol,1-Pentanol,,oil@balsamic@vanilla@fusel@sweet@balsam,sweet
442355,AC1L9CNW,AC1L9CNW,,wood@woody@spice,
12741,2-Decanone,2-Decanone,,floral@orange@peach@fatty,
5280666,Chrysoeriol,Chrysoeriol,,bitter,bitter
11583,2-Hexanone,2-Hexanone,,ethereal@ether,
10408,"6,10,14-Trimethylpentadecan-2-one","6,10,14-Trimethylpentadecan-2-one",,jasmin@herbal@fat@oily@woody@celery,
309,Aconitic Acid,Aconitic Acid,,musty@nutty@very mild,
931,naphthalene,naphthalene,,dry@pungent@tarry@tar,
1213,"4a(2H)-Naphthol, octahydro-4,8a-dimethyl-","4a(2H)-Naphthol, octahydro-4,8a-dimethyl-",,soil@beet@fresh@earthy@musty@earth,
12297,2-Hexanol,2-Hexanol,,chemical@winey,
11265,2-Methyl-3-Pentanone,2-Methyl-3-Pentanone,,mint,
5284656,(Z)-Ethyl cinnamate,(Z)-Ethyl cinnamate,,spicy@berry@powdery@sweet@plum@honey@balsam@fruity@flower@cinnamon,sweet
6363,Isopropylamine,Isopropylamine,,ammoniacal@fishy,
12306047,alpha-Muurolene,alpha-Muurolene,,wood@woody,
4947,propyl gallate,propyl gallate,,bland@bitter,bitter
7247,"1,2,4-Trimethylbenzene","1,2,4-Trimethylbenzene",,plastic,
7359,2-Ethylbutanal,2-Ethylbutanal,,ethereal@cocoa@sweet@fruity@green,sweet
5962,L-lysine,L-lysine,,odorless,
20928,1-Hexen-3-Ol,1-Hexen-3-Ol,,ethereal@rum@green,
10586,Bisabolol,Bisabolol,,peppery@spice@mild@floral@flower,
289151,Longifolene,Longifolene,,rose@medical@fir needle@sweet@woody,sweet
25311,Tridecanal,Tridecanal,,grapefruit peel@citrus@must@fresh@waxy@sweet@clean@aldehydic@soapy@flower@petal,sweet;sour
2214,Acetovanillone,Acetovanillone,,vanilla@sweet@vanillin@faint,sweet
10364,Carvacrol,Carvacrol,,woody@thymol@spice@camphor,
102861,24851-98-7,24851-98-7,,lactonic@jasmin@floral@oily@tropical@natural@green,
5281929,Methyl jasmonate,Methyl jasmonate,,sharp persistent odor,
637195,Phytyl acetate,Phytyl acetate,,,
92043553,Jasmine Oil,Jasmine Oil,,,
5352626,Jasmine lactone,Jasmine lactone,,,
5352973,(E)-2-Hexenyl hexanoate,(E)-2-Hexenyl hexanoate,,herbal@waxy@clean@natural@cognac@green,
31209,122-40-7,122-40-7,,jasmine-like odor,
8003,Pentane,Pentane,,alkane,
743,Glutaric Acid,Glutaric Acid,,odorless,
60983,"2,3-Heptanedione","2,3-Heptanedione",,oily@butter@cheese,umami
5281614,Fisetin,Fisetin,,bitter,bitter
12146,Cyclohexyl Acetate,Cyclohexyl Acetate,,musty@sweet@fruity@ethereal,sweet
11559,alpha-Angelica lactone,alpha-Angelica lactone,,,
641256,"2,4-Hexadien-1-Ol","2,4-Hexadien-1-Ol",,herbal@musty@sweet@nutty@almond@green,sweet
637759,Benzalacetone,Benzalacetone,,butter@spice@vanilla@jam@floral@creamy@anise@sweet@balsam@cherry@rhubarb@almond@cinnamon,sweet
444212,trans-Aconitic acid,trans-Aconitic acid,,nut@toasted@vegetable@musty@dry,
62092,p-Tolyl isovalerate,p-Tolyl isovalerate,,tobacco@herbal@animal@sweet,sweet
17691,3-Methyl-2-Cyclopenten-1-One,3-Methyl-2-Cyclopenten-1-One,,fatty@sweet@fruity,sweet
72304,Isoflavone,Isoflavone,,bitter,bitter
443167,(+)-isodihydrocarvone,(+)-isodihydrocarvone,,herbal@herb@warm,
220674,L-Menthyl acetate,L-Menthyl acetate,,mint@orange@rose@herbal@melon@fruity@mango@camphoraceous@tea@raspberry@minty,sweet
28930,alpha-Fenchene,alpha-Fenchene,,camphor,
100031,4-Isopropenyl-1-methyl-7-oxabicyclo[4.1.0]heptan-2-one,4-Isopropenyl-1-methyl-7-oxabicyclo[4.1.0]heptan-2-one,,minty@spearmint,
84532,Isopinocamphone,Isopinocamphone,,camphoreous@cedar,
1140,toluene,toluene,,paint@sweet,sweet
91354,Aromadendrene,Aromadendrene,,wood@woody,
7438,Carveol,Carveol,,caraway@minty@spearmint@fresh,
111274,UNII-R1AUQ945JN,UNII-R1AUQ945JN,,mint@minty@fresh,
5352539,41519-23-7,41519-23-7,,apple@cut grass@fruity@pear@cut privet@green,sweet
93081,beta-Cubebene,beta-Cubebene,,fruity@citrus@fruit,sweet;sour
10407,(E)-.beta.-Farnesene,(E)-.beta.-Farnesene,,citrus@green,sour
6987,Piperitone,Piperitone,,mint@herbal@fresh@fruit@sweet@minty@medicinal@camphor,sweet
6918391,Beta-Elemene,Beta-Elemene,,wax@herbal@fresh@waxy@herb,
67179,(+)-Linalool,(+)-Linalool,,floral@sweet@lavender@petitgrain,sweet
330573,(-)-cis-Carveol,(-)-cis-Carveol,,caraway@spearmint,
1742211,Caryophyllene oxide,Caryophyllene oxide,,spicy@spice@fresh@sweet@woody@herb@dry,sweet
121719,Pinocarvone,Pinocarvone,,minty,
10362,Carvomenthone,Carvomenthone,,minty@spearmint@herbal,
61942,Piperitenone oxide,Piperitenone oxide,,minty@herbal,
439570,(-)-Carvone,(-)-Carvone,,mint@herbal@sweet@minty@spearmint,sweet
92116,"(4R,4aR)-1,1,4,7-tetramethyl-1a,2,3,4,4a,5,6,7b-octahydrocyclopropa[e]azulene","(4R,4aR)-1,1,4,7-tetramethyl-1a,2,3,4,4a,5,6,7b-octahydrocyclopropa[e]azulene",,balsam@wood@balsamic,
65724,Verbenone,Verbenone,,celery@menthol@camphor,
6432404,(+)-gamma-cadinene,(+)-gamma-cadinene,,wood,
22227,d-Dihydrocarvone,d-Dihydrocarvone,,minty@herbal,
70962,(+)-Isomenthone,(+)-Isomenthone,,minty,
6427105,(-)-Isopinocamphone,(-)-Isopinocamphone,,spicy,
9989713,CID 9989713,CID 9989713,,mint@apple@rose@fresh@green@woody@bergamot@grapefruit,
17868,3-Thujene,3-Thujene,,wood@woody@herb@green,
5367698,cis-3-Hexenyl phenylacetate,cis-3-Hexenyl phenylacetate,,kiwi@rose@waxy@sweet@beany@honey@tropical@pea@green,sweet
6028462,Angelaldehyde,Angelaldehyde,,strong@fruit@green,
7646,Benzyl isobutyrate,Benzyl isobutyrate,,jasmine@jasmin@rose@oily@sweet@fruity@tropical,sweet
221691,Hexyl phenylacetate,Hexyl phenylacetate,,rose@foliage@wine@waxy@sweet@fruity@green,sweet
6448,Bornyl Acetate,Bornyl Acetate,,cedar@balsamic@spice@herbal@fresh@sweet@woody@pine needle@pine@camphor,sweet
5322111,Caryophyllene,Caryophyllene,,wood@woody@spicy,
519662,l-.alpha.-Cadinol,l-.alpha.-Cadinol,,wood@herb,
91496,"Limonene 1,2-epoxide","Limonene 1,2-epoxide",,fruit,
94174,"(1aR,4S,4aS,7R,7aS)-1,1,4,7-tetramethyl-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulen-4-ol","(1aR,4S,4aS,7R,7aS)-1,1,4,7-tetramethyl-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulen-4-ol",,herbal@sweet@fruity@tropical@minty@green,sweet
527144,P-Menth-1-en-9-yl acetate,P-Menth-1-en-9-yl acetate,,spicy@warm@herbal@fruit@fruity@herb,sweet
7461,Gamma-Terpinene,Gamma-Terpinene,,lemon@gasoline@tropical@terpene@turpentine@herbal@woody@bitter@oily@lime,bitter
6432469,Isomenthone,Isomenthone,,minty,
10819,Perilla alcohol,Perilla alcohol,,fatty@terpineol@linalool@green,
92138,Elemol,Elemol,,sweet@wood@woody@green,sweet
442462,Carvone oxide,Carvone oxide,,mint@caraway@sweet@spearmint@spicy,sweet
324224,.beta.-Bourbonene,.beta.-Bourbonene,,woody@herbal@herb,
247573,Isobornyl acetate,Isobornyl acetate,,herbal@sweet@woody@balsam@camphor,sweet
442482,(R)-(-)-alpha-Phellandrene,(R)-(-)-alpha-Phellandrene,,terpene@medicinal,
11744854,Sabinene hydrate,Sabinene hydrate,,balsam@balsamic,
439250,(-)-Limonene,(-)-Limonene,,peppery@herbal@camphoraceous@terpene@pine,
519158,3-Decanol,3-Decanol,,orange@floral@musty@fatty@mushroom,umami
62385,1195-32-0,1195-32-0,,styrene@citrus@gasoline@clove@guaiacol@pine@spicy@phenolic,sour
107561,(-)-piperitone,(-)-piperitone,,minty@pungent@peppermint,
110664,Cycloionone,Cycloionone,,,
12041,Ethyl Pyruvate,Ethyl Pyruvate,,,
7957,"2,6-Dimethyl-4-heptanol","2,6-Dimethyl-4-heptanol",,fermented@mild@ethereal@fresh@yeasty,sour;umami
61275,Nerol oxide,Nerol oxide,,oil@diphenyl oxide@cortex@herbal@narcissus@celery@weedy@flower@green,
24516,Isobutyl heptanoate,Isobutyl heptanoate,,herbal@fruity@green,sweet
8748,Beta-Terpineol,Beta-Terpineol,,must@earthy@pungent@woody,
12729,Ethyl 10-Undecenoate,Ethyl 10-Undecenoate,,waxy@musty@creamy@clean@fruity@soapy@cognac,sweet
5364941,trans-2-Nonen-1-ol,trans-2-Nonen-1-ol,,violet@melon@waxy@green,
1550470,Ethyl Sorbate,Ethyl Sorbate,,,
17739,2-Methoxy-4-Propylphenol,2-Methoxy-4-Propylphenol,,powdery@allspice@clove@pepper@sharp@fishy@phenol@sweet@anise@balsam@soapy@spicy@phenolic,sweet
98497,Campholenic aldehyde,Campholenic aldehyde,,leafy@amber@herbal@woody@green,
62900,Whiskey lactone,Whiskey lactone,,coconut@burnt@coumarin@toasted@celery@nutty@tonka,
61586,4-(Ethoxymethyl)-2-methoxyphenol,4-(Ethoxymethyl)-2-methoxyphenol,,alcoholic@chocolate@vanilla@smoky@sweet@rum@creamy@nutmeg@spicy,sweet
15406,Fenchol,Fenchol,,dry@lemon@borneol@sweet@pine@camphor@woody@bitter,sweet;bitter
23235,Hexyl benzoate,Hexyl benzoate,,fresh@sappy@woody@clean@balsam,
62384,"2,2,4-Trimethyl-1,3-dioxolane","2,2,4-Trimethyl-1,3-dioxolane",,raw@potato@vegetable@earthy@green,
5367706,cis-3-Hexenyl benzoate,cis-3-Hexenyl benzoate,,fresh@floral@fatty@balsam@leaf@orchid@green,
8419,"3,4-Dimethoxybenzaldehyde","3,4-Dimethoxybenzaldehyde",,caramel@vanilla@creamy@sweet@woody@cherry@minty,sweet
5362623,Ethyl (Z)hex-3-enoate,Ethyl (Z)hex-3-enoate,,apple@pineapple@fresh@sweet@fruity@metallic@pear@green,sweet
33637,2-Methylanisole,2-Methylanisole,,warm@floral@earthy@sweet@nutty@flower@walnut,sweet
107217,Fenchyl acetate,Fenchyl acetate,,fir@citrus@herbal@fresh@sweet@pine,sweet;sour
16220110,cis-3-Hexenyl crotonate,cis-3-Hexenyl crotonate,,vegetable@green,
6985,"2',4'-Dimethylacetophenone","2',4'-Dimethylacetophenone",,floral@woody@sweet@minty@mimosa,sweet
102550,Lavender lactone,Lavender lactone,,minty@fruity,sweet
5275520,Geranic Acid,Geranic Acid,,lemon@moldy@feet@acidic@dry@woody@weedy@green,sour
6428929,3-hydroxy-4-phenylbutan-2-one,3-hydroxy-4-phenylbutan-2-one,,creamy@fruity@sweet,sweet
25611,2-Methyl-3-Heptanone,2-Methyl-3-Heptanone,,leafy@fruity@green,sweet
5366264,Hotrienol,Hotrienol,,mouldy,
529496,2-Heptyl butanoate,2-Heptyl butanoate,,vegetable@fruity@green,sweet
10680,Flavone,Flavone,,bitter,bitter
60979,Ethyl 4-methoxybenzoate,Ethyl 4-methoxybenzoate,,aniseed@anise@fruity@balsam@tarragon,sweet
5352428,(Z)-4-Hydroxy-6-dodecenoic acid lactone,(Z)-4-Hydroxy-6-dodecenoic acid lactone,,peach@waxy@fatty@sweet@creamy@fruity@dairy,sweet
67521,"1,2,3,5,6-Pentathiepane","1,2,3,5,6-Pentathiepane",,mushroom,umami
79828,"Tetrasulfide, dimethyl","Tetrasulfide, dimethyl",,sulfur@garlic@cabbage@meaty,umami
521300,1-Hydroxybutan-2-one,1-Hydroxybutan-2-one,,butterscotch@malt@musty@coffee@sweet@grain,sweet;bitter
5319706,Methyl Linolenate,Methyl Linolenate,,,
141850,1-Phenylethanethiol,1-Phenylethanethiol,,floral@sulfurous@tropical@meaty,umami
57501028,2-[(Methylthio)methyl]-2-butenal,2-[(Methylthio)methyl]-2-butenal,,burnt@cabbage@roasted@onion@matches@cooked,
521873,"2-Furanmethanethiol, 5-methyl-","2-Furanmethanethiol, 5-methyl-",,sulfur@roast@sulfurous@roasted@coffee,bitter
61134,Benzyl butyl ether,Benzyl butyl ether,,floral@rose,
97730,2-Nonenoic acid,2-Nonenoic acid,,fatty,
31234,3-Phenylpropan-1-ol,3-Phenylpropan-1-ol,,mignonette@cinnamyl@fruit@sweet@anise@balsam@hyacinth@spicy@cinnamon,sweet
31353,Linalyl benzoate,Linalyl benzoate,,broom@gardenia@heather@genet@lily@bergamot@tuberose,
7146,2-Phenylpropanal,2-Phenylpropanal,,lilac@sharp@fresh@floral@leaf@hyacinth@green,
61151,Methyl 2-methoxybenzoate,Methyl 2-methoxybenzoate,,blackcurrant@cananga@herbal@floral@fruity@hyacinth,sweet
162293,"2,4-Dimethyl-5-ethylthiazole","2,4-Dimethyl-5-ethylthiazole",,roasted@earthy@earth@nutty@meaty,umami
138818,Methanedithiol,Methanedithiol,,pungent,
14109402,Ganoderic acid A,Ganoderic acid A,,bitter,bitter
21712,5550-12-9,5550-12-9,,,
85053,2-Ethylthiazole,2-Ethylthiazole,,nutty@green,
8058,Hexane,Hexane,,alkane,
24115,Acetyl isobutyryl,Acetyl isobutyryl,,fatty@sweet@creamy@fruity@buttery,sweet
61295,S-Propyl thioacetate,S-Propyl thioacetate,,garlic@onion@sulfurous@green,
62510,"4,5-Dimethylthiazole","4,5-Dimethylthiazole",,roast@roasted@boiled shrimp@green@fishy@nutty@smoke,
17898,2-Methoxy-3-Methylpyrazine,2-Methoxy-3-Methylpyrazine,,,
61845,3-(Methylthio)butyraldehyde,3-(Methylthio)butyraldehyde,,potato@buchu@green@musk@chip,
